,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
581,p2tHVHNxx,pohms,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,,,eng,pohm,,,True,False,False,False,False,False,False,12,9,0,2018-11-01 20:36:30,2018-11-01 20:36:30
582,H4sxVPYZ ,pointy heads,A person of Asian descent.,,False,,,eng,pointy head,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:30,2018-11-01 20:36:30
583,j44sj7jka,pineapple niggers,A person of Hawaiian descent.,,True,,100.0,eng,pineapple nigger,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:29,2018-11-01 20:36:29
584,MTJxe4zyr,ping pangs,A person of Asian descent.,,False,,,eng,ping pang,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:29,2018-11-01 20:36:29
585,PFpkPsJkT,pintos,One who has both a Caucasian parent and a Native American parent.,[1] A type of bean [2] A type of car,False,,,eng,pinto,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:29,2018-11-01 20:36:29
586,2psUtmiZx,plastic paddies,A non-Irish person who claims to be Irish.,,True,,,eng,plastic paddy,,,True,True,False,False,False,False,False,659,354,0,2018-11-01 20:36:29,2018-11-01 20:36:29
587,UEKsCBNVX,pogues,A person of Irish descent.,,False,,25.0,eng,pogue,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:29,2018-11-01 20:36:29
588,NuFBvamzs,Pepsis,"A French Canadian or Quebecois, derived from the Anglo-Canadian jibe that their stereotypically bad dental hygiene was due to drinking Pepsi or Dr Pepper for breakfast.",A carbonated beverage,False,,,eng,Pepsi,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:28,2018-11-01 20:36:28
589,ZV2LkUXHj,pickaninnys,Black children.,,True,,,eng,pickaninny,,,False,True,False,False,False,False,False,22,16,0,2018-11-01 20:36:28,2018-11-01 20:36:28
590,ntnqTgHyk,pikers,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,A person who prefers not to spend money,False,,,eng,piker,,,True,True,False,False,False,False,False,194,87,0,2018-11-01 20:36:28,2018-11-01 20:36:28
591,aGeQ7DYdv,pikeys,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,,False,,,eng,pikey,,,True,True,False,False,False,False,False,445,186,0,2018-11-01 20:36:28,2018-11-01 20:36:28
592,K2CcWYV4H,papists,"A Roman Catholic person, usually Irish Catholic.",,True,,89.0,eng,papist,,,False,False,True,False,False,False,False,1146,506,0,2018-11-01 20:36:27,2018-11-01 20:36:27
593,3CBqrcvkr,papooses,A Native American child.,,False,,50.0,eng,papoose,,,False,True,False,False,False,False,False,71,35,0,2018-11-01 20:36:27,2018-11-01 20:36:27
594,nNepsTRQF,pavement apes,A black person,,True,,,eng,pavement ape,,,False,True,False,False,False,False,False,268,239,0,2018-11-01 20:36:27,2018-11-01 20:36:27
595,KEhnQmDgF,peckerwoods,Used by southern African-Americans and upper class whites to denote poor rural whites. It is still used mostly by African-Americans in reference to white people.,,False,,,eng,peckerwood,,,False,True,False,False,False,False,False,355,291,0,2018-11-01 20:36:27,2018-11-01 20:36:27
596,uGHApmMza,Peppers,"A French Canadian or Quebecois, derived from the Anglo-Canadian jibe that their stereotypically bad dental hygiene was due to drinking Pepsi or Dr Pepper for breakfast.",A plant,False,,,eng,Pepper,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:27,2018-11-01 20:36:27
597,kFjZGTzof,pancake faces,An Asian person.,,True,,,eng,pancake face,,,False,True,False,False,False,False,False,73,68,0,2018-11-01 20:36:26,2018-11-01 20:36:26
598,fUeVHPpWZ,pancakes,An Asian person.,A flat breakfast cake,False,,,eng,pancake,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:26,2018-11-01 20:36:26
599,FAHvJcJJU,pakis,"A person from South Asia or the Middle East, particularly a person from Pakistan.",,False,,88.0,eng,paki,,,True,True,False,False,False,False,False,108,54,0,2018-11-01 20:36:25,2018-11-01 20:36:25
600,hMmxpmVd6,palefaces,Historical Native American term for Caucasian.,,False,,58.0,eng,paleface,,,False,True,False,False,False,False,False,222,115,0,2018-11-01 20:36:25,2018-11-01 20:36:25
601,GsgZoZHUV,Orientals,An Asian person,,False,,,eng,Oriental,,,False,True,False,False,False,False,False,131,71,0,2018-11-01 20:36:24,2018-11-01 20:36:24
602,fotXhCrbw,oven dodgers,"A Jew, alluding to one who escaped cremation during Holocaust.",,True,,,eng,oven dodger,,,False,True,True,False,False,False,False,162,80,0,2018-11-01 20:36:24,2018-11-01 20:36:24
603,HkanCqnkN,paddies,"A person of Irish descent, derived from a nickname for Padraig.",,False,,,eng,paddy,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:24,2018-11-01 20:36:24
604,z7PiZpfno,Pakiland,Pakistan,,True,,93.0,eng,,paki,,True,False,False,False,False,False,False,681,355,0,2018-11-01 20:36:24,2018-11-01 20:36:24
605,hUWKPDBQC,Orangies,"A pro-British Ulster Protestant, referring to supporters of the Orange Order.",,False,,,eng,Orangie,,,False,False,True,False,False,False,False,49,26,0,2018-11-01 20:36:23,2018-11-01 20:36:23
606,qbgFmGbVP,Oreos,"A person who is black on the outside and white on the inside, as with an Oreo cookie.",A type of cookie,False,,,eng,Oreo,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:23,2018-11-01 20:36:23
607,ijZQsWWUn,ockers,An uncultivated Australian.,,False,,,eng,ocker,,,True,False,False,False,False,False,False,31,19,0,2018-11-01 20:36:22,2018-11-01 20:36:22
608,iqAaXvQM3,octaroons,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,,True,,,eng,octaroon,,,False,True,False,False,False,False,False,234,136,0,2018-11-01 20:36:22,2018-11-01 20:36:22
609,xbyFKfunr,octroons,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,,True,,,eng,octroon,,,False,True,False,False,False,False,False,6,4,0,2018-11-01 20:36:22,2018-11-01 20:36:22
610,QEdfrhBDA,ofays,"A white person, from Pig Latin for 'foe.'",,True,,,eng,ofay,,,False,True,False,False,False,False,False,575,353,0,2018-11-01 20:36:22,2018-11-01 20:36:22
611,CQXUwoZBv,nips,"A person of Japanese descent (shortened version of Nipponese, from Japanese name for Japan, Nippon).",Bite,False,,,eng,nip,,,True,False,False,False,False,False,False,172,95,0,2018-11-01 20:36:21,2018-11-01 20:36:21
612,JEYNFePWh,nitchees,A North American Indian (from the Algonquian word for 'friend').,,False,,,eng,nitchee,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:21,2018-11-01 20:36:21
613,eD8rcnkw7,nitchies,A North American Indian (from the Algonquian word for 'friend').,,False,,,eng,nitchie,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:36:21,2018-11-01 20:36:21
614,yhKUgU7jt,Northern monkeys,"Used in the south of England, relating to the supposed stupidity and lack of sophistication of those in the north of the country. In some cases this has been adopted in the north of England, with a pub in Leeds even taking the name 'The Northern Monkey'.",,False,,,eng,Northern monkey,,,False,False,False,False,False,False,False,225,84,0,2018-11-01 20:36:21,2018-11-01 20:36:21
615,aoNgizcve,nigras,A black person.,,False,,,eng,nigra,,,False,True,False,False,False,False,False,282,163,0,2018-11-01 20:36:20,2018-11-01 20:36:20
616,ddgsggbsd,nigres,A black person.,,False,,,eng,nigre,,,False,True,False,False,False,False,False,14,10,0,2018-11-01 20:36:20,2018-11-01 20:36:20
617,WMHtUPH2T,nigs,A black person.,,False,,,eng,nig,,,False,True,False,False,False,False,False,393,189,0,2018-11-01 20:36:20,2018-11-01 20:36:20
618,oKdMBCPHH,niglette,Diminuitive of 'nigger',,True,,87.0,eng,,niglet,,False,True,False,False,False,False,False,96,36,0,2018-11-01 20:36:19,2018-11-01 20:36:19
619,wctJXjTnk,nigors,A black person.,,False,,,eng,nigor,,,False,True,False,False,False,False,False,12,4,0,2018-11-01 20:36:19,2018-11-01 20:36:19
620,oqBjEt7gp,nigguhs,A black person.,,True,,100.0,eng,nigguh,,,False,True,False,False,False,False,False,2254,1007,0,2018-11-01 20:36:18,2018-11-01 20:36:18
621,qMJsktvAb,niggurs,A black person.,,True,,,eng,niggur,,,False,True,False,False,False,False,False,2016,923,0,2018-11-01 20:36:18,2018-11-01 20:36:18
622,hUzTGNQgZ,niglets,A black child.,,True,,100.0,eng,niglet,,,False,True,False,False,False,False,False,2600,1112,0,2018-11-01 20:36:18,2018-11-01 20:36:18
623,6iKGNeM4y,niggerization,An increase in African-American / African influence,,True,,98.0,eng,,niggerize,,False,True,False,False,False,False,False,63,18,0,2018-11-01 20:36:17,2018-11-01 20:36:17
624,zKndadqiP,nigglets,A black child.,,True,,,eng,nigglet,,,False,True,False,False,False,False,False,2299,1047,0,2018-11-01 20:36:17,2018-11-01 20:36:17
625,fzMvKVawe,niggors,A black person.,,True,,,eng,niggor,,,False,True,False,False,False,False,False,96,64,0,2018-11-01 20:36:17,2018-11-01 20:36:17
626,CCFEEWhwY,niggars,A black person.,,True,,,eng,niggar,,,False,True,False,False,False,False,False,1811,799,0,2018-11-01 20:36:16,2018-11-01 20:36:16
627,eccBs8hUq,niggerettes,Female diminuitive of 'nigger',,True,,,eng,niggerette,nigger,,False,True,False,False,False,False,False,204,110,0,2018-11-01 20:36:16,2018-11-01 20:36:16
628,cMdtXWKRZ,nigars,A black person.,,False,,,eng,nigar,,,False,True,False,False,False,False,False,69,50,0,2018-11-01 20:36:15,2018-11-01 20:36:15
629,dcDikdXKK,nigers,A black person.,,False,,,eng,niger,,,False,True,False,False,False,False,False,236,123,0,2018-11-01 20:36:15,2018-11-01 20:36:15
630,bitygpivh,nigettes,A black person.,,True,,,eng,nigette,,,False,True,False,False,False,False,False,168,92,0,2018-11-01 20:36:15,2018-11-01 20:36:15
631,aJaPBTD8C,niccas,A black person.,,False,,75.0,eng,nicca,,,False,True,False,False,False,False,False,935,425,0,2018-11-01 20:36:14,2018-11-01 20:36:14
632,WyEuCrtKH,nichis,A North American Indian (from the Algonquian word for 'friend').,,False,,,eng,nichi,,,False,True,False,False,False,False,False,28,13,0,2018-11-01 20:36:14,2018-11-01 20:36:14
633,JYGAJscrN,nichiwas,A North American Indian (from the Algonquian word for 'friend').,,False,,,eng,nichiwa,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:14,2018-11-01 20:36:14
634,uNfgzQgqw,nidges,A North American Indian (from the Algonquian word for 'friend').,,False,,,eng,nidge,,,False,True,False,False,False,False,False,12,6,0,2018-11-01 20:36:14,2018-11-01 20:36:14
635,tLDMMCQyK,nig nogs,A black person.,,True,,,eng,nig nog,,,False,True,False,False,False,False,False,2293,1062,0,2018-11-01 20:36:14,2018-11-01 20:36:14
636,yrLayhety,net heads,"Chicano slur for Mexicans used in Los Angeles, from use of hairnets.",,False,,75.0,eng,net head,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:12,2018-11-01 20:36:12
637,dontaCabg,neds,"In Scotland, a lower class person or criminal, often identified with public housing and a predilection for sportswear",,False,,,eng,ned,,,False,False,False,False,False,False,True,0,0,0,2018-11-01 20:36:11,2018-11-01 20:36:11
638,LgAKQaUGc,neechees,A North American Indian (from the Algonquian word for 'friend').,,False,,,eng,neechee,,,False,True,False,False,False,False,False,2,1,0,2018-11-01 20:36:11,2018-11-01 20:36:11
639,sPC4whLEp,neejees,A North American Indian (from the Algonquian word for 'friend').,,False,,,eng,neejee,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:11,2018-11-01 20:36:11
640,BPfhkukUp,nafris,North African man who sexually harasses women,,False,,,eng,nafri,,,False,True,False,False,False,False,False,19,16,0,2018-11-01 20:36:10,2018-11-01 20:36:10
641,G6N6efQ7U,neches,A North American Indian (from the Algonquian word for 'friend').,,False,,,eng,neche,,,False,True,False,False,False,False,False,8,5,0,2018-11-01 20:36:10,2018-11-01 20:36:10
642,YBaNDJZKE,mutts,A person of mixed heritage.,A mixed breed dog,False,,,eng,mutt,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:09,2018-11-01 20:36:09
643,qfWaLeczw,muzzies,A Muslim.,,True,,,eng,muzzie,,,False,False,True,False,False,False,False,1379,672,0,2018-11-01 20:36:09,2018-11-01 20:36:09
644,wTsmc3wkk,muzzpigs,Derogatory portmanteau of Muslim and 'pig',,True,,48.0,eng,muzzpig,,,False,False,True,False,False,False,False,0,0,0,2018-11-01 20:36:09,2018-11-01 20:36:09
645,UqToGpnbQ,muzzrats,Derogatory portmanteau of Muslim and 'rat',,True,,,eng,muzzrat,,,False,False,True,False,False,False,False,182,90,0,2018-11-01 20:36:09,2018-11-01 20:36:09
646,XHDEFyVWV,nachos,A person of Hispanic descent.,A food of Latin American origin,False,,,eng,nacho,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:09,2018-11-01 20:36:09
647,ocscQy3MQ,mullatoes,A person of mixed white and black ancestry,,False,,,eng,mulatto,,,False,True,False,False,False,False,False,6,6,0,2018-11-01 20:36:08,2018-11-01 20:36:08
648,jpnzeos6H,mungs,"Pronunciation of 'hmong', the Vietnamese people which were relocated to the United States during and after the Vietnam War.",,False,,,eng,mung,,,True,True,False,False,False,False,False,49,21,0,2018-11-01 20:36:08,2018-11-01 20:36:08
649,ohmgpwnzt,munters,"Among whites in South Africa, Zimbabwe, and Zambia, denotes a black person. Derives from muntu, the singular Bantu word for 'person'. In the UK, the word means 'ugly person', especially 'ugly woman'.",,False,,,eng,munter,,,False,True,False,False,False,False,False,496,218,0,2018-11-01 20:36:08,2018-11-01 20:36:08
650,qmeDbgCzv,munts,"Among whites in South Africa, Zimbabwe, and Zambia, denotes a black person. Derives from muntu, the singular Bantu word for 'person'. In the UK, the word means 'ugly person', especially 'ugly woman'.",,False,,,eng,munt,,,False,True,False,False,False,False,False,152,77,0,2018-11-01 20:36:08,2018-11-01 20:36:08
651,qmHR2FQj6,muks,[1] An Alaskan. [2] An Inuit.,,False,,,eng,muk,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:07,2018-11-01 20:36:07
652,R2voV4Qpt,muktuks,[1] An Alaskan. [2] An Inuit.,,False,,,eng,muktuk,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:07,2018-11-01 20:36:07
653,azCuFEoRR,mulatto,A person of mixed white and black ancestry,,False,,89.0,eng,,mulato,,False,True,False,False,False,False,False,178,84,0,2018-11-01 20:36:07,2018-11-01 20:36:07
654,BMnVdygDx,mulignans,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,False,,50.0,eng,mulignan,,,False,True,False,False,False,False,False,28,19,0,2018-11-01 20:36:07,2018-11-01 20:36:07
655,tjU8YNGoD,mud persons,White supremacist term for a black person.,,True,,,eng,mud person,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:06,2018-11-01 20:36:06
656,orfvk2qLw,mud sharks,A Caucasian woman who dates a black man.,,True,,,eng,mud shark,,,False,True,False,False,False,False,False,351,208,0,2018-11-01 20:36:06,2018-11-01 20:36:06
657,QPuieWsWx,moulinyans,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,False,,,eng,moulinyan,,,False,True,False,False,False,False,False,10,6,0,2018-11-01 20:36:05,2018-11-01 20:36:05
658,czsiDyMhQ,moxies,A Jewish person (first used in the 1930s).,,False,,,eng,moxy,,,False,True,False,False,False,False,False,176,97,0,2018-11-01 20:36:05,2018-11-01 20:36:05
659,ihBDE8cfv,MTNs,"A Dinka or of South Sudan ancestry, from the telecommunications network which is ubiquitous in Africa",[1] South African telecommunications company [2] Timezone,False,,,eng,MTN,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:05,2018-11-01 20:36:05
660,cTLVLLAyk,moss eaters,Pacific Northwest term for poor or disenfrancised white people.,,False,,,eng,moss eater,,,False,True,False,False,False,False,False,8,8,0,2018-11-01 20:36:04,2018-11-01 20:36:04
